Province,District,School_Name,Year,Overall_Dropout_Percentage,Male_Dropout_Percentage,Female_Dropout_Percentage,Completion_Total,Attendance_Rate,Avg_Household_Income_RWF,Region_Type,Dropout_Risk_Level,Dropout_Risk_Prediction,Dropout_Risk_Probability
Eastern,Ngoma,GS Ruramira,2015,9.94,14.59,5.29,79.84,65.21,287535,Rural,Low Risk,0,0.04156254290492665
Eastern,Ngoma,GS Rutongo,2016,17.33,24.45,10.22,59.77,72.07,286720,Rural,High Risk,1,0.8834007617833776
Eastern,Ngoma,GS Rutongo,2017,19.87,27.48,12.25,74.08,97.42,445932,Rural,High Risk,1,0.9304399717443497
Eastern,Ngoma,GS Camp Kigali,2018,16.08,20.62,11.54,80.34,73.29,111831,Rural,High Risk,1,0.8716551473451613
Eastern,Ngoma,GS Ruramira,2019,17.45,27.95,6.94,88.41,62.55,169202,Rural,High Risk,1,0.8598198198198199
Eastern,Ngoma,ES Kigoma,2020,19.67,9.83,29.51,84.01,99.06,119403,Rural,High Risk,1,0.9321440410106738
Eastern,Ngoma,GS Gitega,2021,19.91,13.6,26.22,78.21,68.75,308886,Rural,High Risk,1,0.9448867336761799
Eastern,Ngoma,New Vision,2022,15.53,12.42,18.64,79.67,69.13,565483,Rural,High Risk,1,0.8759928452090098
Eastern,Ngoma,GS Agataramo,2023,10.31,14.75,5.87,68.87,62.3,337474,Rural,Low Risk,0,0.04963227586227369
Eastern,Ngoma,New Vision,2024,19.31,18.34,20.28,78.01,76.43,380790,Rural,High Risk,1,0.878288157133718
Eastern,Ngoma,GS Nyacyina,2010,20.54,11.68,29.39,73.07,96.4,524315,Rural,High Risk,1,0.9424301123749333
Eastern,Ngoma,GS Rwamagana,2011,20.16,26.07,14.25,71.53,98.67,197493,Rural,High Risk,1,0.9092740713907763
Eastern,Ngoma,GS Rwamagana,2012,20.48,26.03,14.94,65.46,76.69,374270,Rural,High Risk,1,0.9868412698412699
Eastern,Ngoma,King David,2013,13.83,2.8,24.86,67.83,80.11,519876,Rural,Low Risk,0,0.1386651313802477
Eastern,Ngoma,ES Kigoma,2014,5.67,6.59,4.74,76.95,78.87,377510,Rural,Low Risk,0,0.011362377083024405
Eastern,Ngoma,GS Matara,2015,19.45,10.65,28.26,83.28,79.41,472684,Rural,High Risk,1,0.8450129681776523
Eastern,Ngoma,GS Rukomo,2016,17.97,14.35,21.58,75.85,63.87,576016,Rural,High Risk,1,0.8749370827265291
Eastern,Ngoma,GS Matara,2017,13.25,23.21,3.3,51.66,67.55,537043,Rural,Low Risk,0,0.12985092235092235
Eastern,Ngoma,GS Matara,2018,12.75,1.79,23.72,69.31,95.73,532348,Rural,Low Risk,0,0.3467121212121212
Eastern,Ngoma,GS Kinteko,2019,12.03,8.28,15.78,92.35,79.5,354043,Rural,Low Risk,0,0.03180490901028272
Eastern,Ngoma,GS Kinteko,2020,9.67,2.46,16.87,78.83,78.89,573006,Rural,Low Risk,0,0.06409164383546737
Eastern,Ngoma,GS Camp Kigali,2021,23.22,24.89,21.56,85.21,75.69,280775,Rural,High Risk,1,0.9866614019368921
Eastern,Ngoma,GS Rukomo,2022,7.11,11.37,2.85,54.74,94.79,351063,Rural,Low Risk,0,0.03681455723355993
Eastern,Ngoma,ES Kigoma,2023,10.45,12.39,8.5,78.53,85.01,176050,Rural,Low Risk,0,0.04661750245794863
Eastern,Ngoma,GS Camp Kigali,2024,18.12,17.54,18.7,93.26,60.96,452513,Rural,High Risk,1,0.8243731211697193
Eastern,Ngoma,GS Ruramira,2010,16.54,16.61,16.47,64.37,99.1,296292,Rural,High Risk,1,0.8634966249368923
Eastern,Ngoma,GS Rutongo,2011,12.18,7.59,16.77,80.25,99.61,158123,Rural,Low Risk,0,0.09873820759841781
Eastern,Ngoma,GS Rutongo,2012,14.67,23.39,5.94,68.29,77.27,278446,Rural,Low Risk,0,0.4503361842799075
Eastern,Ngoma,GS Kinteko,2013,20.0,15.9,24.1,76.09,67.5,573196,Rural,High Risk,1,0.9432687850893231
Eastern,Ngoma,GS Rwamagana,2014,5.77,5.16,6.38,67.37,93.79,165439,Rural,Low Risk,0,0.006526914836434909
Eastern,Ngoma,GS Cyahafi,2015,17.19,26.3,8.08,84.4,86.4,514627,Rural,High Risk,1,0.8521699247536456
Eastern,Ngoma,New Vision,2016,13.23,8.61,17.86,71.06,83.98,350449,Rural,Low Risk,0,0.16534091714742935
Eastern,Ngoma,GS Camp Kigali,2017,23.15,21.01,25.29,80.3,66.43,315757,Rural,High Risk,1,0.9565762320117159
Eastern,Ngoma,GS Migongo,2018,6.07,4.47,7.68,73.2,65.56,551718,Rural,Low Risk,0,0.016210933033657032
Eastern,Ngoma,GS Kinteko,2019,25.07,28.51,21.62,69.27,80.56,393313,Rural,High Risk,1,0.9984743975109425
Eastern,Ngoma,GS Rwanyanza,2020,21.26,20.76,21.76,67.4,87.07,133477,Rural,High Risk,1,0.974240064112852
Eastern,Ngoma,GS Rutongo,2021,14.78,22.45,7.12,71.8,93.75,108177,Rural,Low Risk,0,0.4005816290945515
Eastern,Ngoma,ES Kigoma,2022,12.54,20.64,4.45,63.81,68.8,437164,Rural,Low Risk,0,0.1985435021028557
Eastern,Ngoma,GS Akumunigo,2023,12.67,3.6,21.75,75.79,88.9,390696,Rural,Low Risk,0,0.09411639275553513
Eastern,Ngoma,GS Mweya,2024,26.2,26.12,26.28,71.57,72.13,330063,Rural,High Risk,1,0.9906372919710157
Eastern,Ngoma,GS Rukomo,2010,25.7,25.89,25.5,76.17,72.51,591874,Rural,High Risk,1,0.9410504355454026
Eastern,Ngoma,GS Rukomo,2011,7.08,1.28,12.87,75.57,90.65,175118,Rural,Low Risk,0,0.00589471050566736
Eastern,Ngoma,GS Rutongo,2012,27.1,24.67,29.53,94.04,62.1,294360,Rural,High Risk,1,0.9645128205128205
Eastern,Ngoma,GS Matara,2013,15.35,16.41,14.28,70.7,82.77,105666,Rural,High Risk,1,0.7300777551258796
Eastern,Ngoma,GS Ruramira,2014,18.99,16.03,21.94,68.03,88.58,304354,Rural,High Risk,1,0.9503767422397285
Eastern,Ngoma,Mater Dei,2015,11.81,14.03,9.6,76.36,86.1,561537,Rural,Low Risk,0,0.06264636263199808
Eastern,Ngoma,GS Ruramira,2016,13.35,17.07,9.64,65.47,72.16,153997,Rural,Low Risk,0,0.07928756718272453
Eastern,Ngoma,King David,2017,23.16,27.09,19.22,61.94,79.98,124624,Rural,High Risk,1,0.9980645161290324
Eastern,Ngoma,GS Akumunigo,2018,16.35,24.4,8.3,72.73,94.65,275858,Rural,High Risk,1,0.7765186129352286
Eastern,Ngoma,GS Gitega,2019,10.98,3.99,17.97,75.32,86.68,332911,Rural,Low Risk,0,0.025374796042403364
Eastern,Ngoma,GS Camp Kigali,2020,25.59,26.17,25.02,67.53,64.5,592442,Rural,High Risk,1,0.9621818181818181
Eastern,Ngoma,Marie Merci,2021,10.35,8.54,12.17,88.83,93.4,204601,Rural,Low Risk,0,0.028519811211115558
Eastern,Ngoma,GS Akumunigo,2022,14.26,8.98,19.53,83.47,70.54,433887,Rural,Low Risk,0,0.11314768650106666
Eastern,Ngoma,GS Rwamagana,2023,16.56,29.95,3.17,65.77,73.91,268001,Rural,High Risk,1,0.7008672809730002
Eastern,Ngoma,King David,2024,19.76,19.74,19.77,69.46,99.3,423864,Rural,High Risk,1,0.9142374005315355
Eastern,Ngoma,ES Kigoma,2010,17.83,21.34,14.32,62.05,78.76,481116,Rural,High Risk,1,0.870871951500808
Eastern,Ngoma,GS Migongo,2011,9.57,16.23,2.92,83.32,79.11,354957,Rural,Low Risk,0,0.06796004554853755
Eastern,Ngoma,GS Camp Kigali,2012,15.26,21.74,8.78,61.02,86.22,109472,Rural,High Risk,1,0.9018508158508157
Eastern,Ngoma,Mater Dei,2013,25.48,21.76,29.21,86.93,94.77,143162,Rural,High Risk,1,0.9793758731200096
Eastern,Ngoma,GS Matara,2014,11.29,17.61,4.98,82.24,77.85,226150,Rural,Low Risk,0,0.07773720783572088
Eastern,Ngoma,GS Ruramira,2015,26.11,27.42,24.79,70.22,93.75,339646,Rural,High Risk,1,0.9928226855191141
Eastern,Ngoma,New Vision,2016,10.25,16.85,3.65,83.48,67.46,582668,Rural,Low Risk,0,0.09380974879772438
Eastern,Ngoma,GS Matara,2017,20.49,28.49,12.5,66.26,64.38,505662,Rural,High Risk,1,0.9586642234969195
Eastern,Ngoma,GS Rukomo,2018,14.72,11.14,18.29,57.52,89.41,269898,Rural,Low Risk,0,0.11322805765127086
Eastern,Ngoma,GS Buye,2019,13.78,20.58,6.97,61.96,65.19,307384,Rural,Low Risk,0,0.19403250586376505
Eastern,Ngoma,GS Mubuga,2020,24.07,28.92,19.22,57.24,92.51,190748,Rural,High Risk,1,0.9747339743589742
Eastern,Ngoma,GS Rutongo,2021,11.6,3.05,20.15,87.05,79.89,579767,Rural,Low Risk,0,0.03463654295044942
Eastern,Ngoma,Marie Merci,2022,19.45,10.11,28.78,65.33,66.66,366285,Rural,High Risk,1,0.8682168921039439
Eastern,Ngoma,GS Agataramo,2023,11.58,7.83,15.34,78.16,65.77,382146,Rural,Low Risk,0,0.022323783337300795
Eastern,Ngoma,New Vision,2024,16.35,27.44,5.25,71.97,66.27,442776,Rural,High Risk,1,0.8351218121571826
Eastern,Rwamagana,GS Mweya,2010,16.85,27.91,5.8,74.66,96.25,208721,Rural,High Risk,1,0.8273902732827695
Eastern,Rwamagana,GS Ruheru,2011,11.39,14.28,8.51,76.89,97.89,336545,Rural,Low Risk,0,0.04850301798452321
Eastern,Rwamagana,GS Kinteko,2012,12.15,7.47,16.82,71.86,80.84,381787,Rural,Low Risk,0,0.127584129154646
Eastern,Rwamagana,GS Gahanga I,2013,17.73,24.73,10.73,77.23,80.53,291812,Rural,High Risk,1,0.8953155057259535
Eastern,Rwamagana,GS Rutongo,2014,13.19,19.66,6.72,56.61,96.95,358228,Rural,Low Risk,0,0.11993734343564467
Eastern,Rwamagana,GS Buye,2015,18.3,20.02,16.58,83.99,85.15,573126,Rural,High Risk,1,0.9765458414134887
Eastern,Rwamagana,GS Mubuga,2016,14.65,13.5,15.81,64.13,73.67,417953,Rural,Low Risk,0,0.31550717305412307
Eastern,Rwamagana,GS Ruramira,2017,17.71,14.54,20.88,58.95,95.48,101537,Rural,High Risk,1,0.8960283687943263
Eastern,Rwamagana,GS Ruheru,2018,25.28,25.86,24.7,73.44,68.71,334507,Rural,High Risk,1,0.9897912198528944
Eastern,Rwamagana,GS Gitega,2019,8.94,3.85,14.03,97.33,69.57,486480,Rural,Low Risk,0,0.03773858992919117
Eastern,Rwamagana,ES Kigoma,2020,17.63,26.39,8.87,54.16,73.98,303141,Rural,High Risk,1,0.9482183876441068
Eastern,Rwamagana,GS Gahanga I,2021,15.21,20.74,9.69,63.83,95.93,100074,Rural,High Risk,1,0.7816312029323222
Eastern,Rwamagana,GS Rutongo,2022,11.2,18.29,4.12,73.16,70.79,516313,Rural,Low Risk,0,0.05479811015490396
Eastern,Rwamagana,GS Ruheru,2023,8.11,3.23,13.0,72.89,63.36,107265,Rural,Low Risk,0,0.07707053619534063
Eastern,Rwamagana,GS Rwanyanza,2024,29.16,29.35,28.97,61.58,64.01,577387,Rural,High Risk,1,1.0
Eastern,Rwamagana,GS Rutongo,2010,24.36,29.46,19.26,64.57,99.45,307158,Rural,High Risk,1,0.9292162698412699
Eastern,Rwamagana,GS Kinteko,2011,2.84,3.03,2.64,67.53,97.15,268913,Rural,Low Risk,0,0.012803667941363926
Eastern,Rwamagana,GS Rukomo,2012,21.89,21.55,22.22,63.38,85.49,176870,Rural,High Risk,1,0.9837401897445001
Eastern,Rwamagana,GS Matara,2013,5.85,9.7,2.0,87.35,73.79,257883,Rural,Low Risk,0,0.03255285761960562
Eastern,Rwamagana,GS Migongo,2014,15.72,12.92,18.52,76.19,65.77,329991,Rural,High Risk,1,0.8874684057874941
Eastern,Rwamagana,GS Mweya,2015,17.1,26.33,7.86,73.69,72.8,371623,Rural,High Risk,1,0.9443272159455587
Eastern,Rwamagana,GS Migongo,2016,27.26,28.83,25.7,81.76,90.49,432103,Rural,High Risk,1,0.9844044844044845
Eastern,Rwamagana,GS Akumunigo,2017,9.8,1.58,18.01,74.34,60.3,440134,Rural,Low Risk,0,0.1846274217585693
Eastern,Rwamagana,GS Gahanga I,2018,17.63,26.46,8.81,84.13,67.12,252647,Rural,High Risk,1,0.9344731272828781
Eastern,Rwamagana,King David,2019,10.39,3.01,17.77,83.41,61.17,531722,Rural,Low Risk,0,0.19915966386554623
Eastern,Rwamagana,GS Rukomo,2020,11.97,21.33,2.62,90.35,80.3,519503,Rural,Low Risk,0,0.11727906746872266
Eastern,Rwamagana,GS Ruheru,2021,17.82,9.44,26.2,72.63,83.77,367688,Rural,High Risk,1,0.8867353423011834
Eastern,Rwamagana,GS Mubuga,2022,5.34,3.37,7.31,77.05,78.53,150713,Rural,Low Risk,0,0.017893088015461318
Eastern,Rwamagana,GS Mweya,2023,23.27,19.48,27.06,65.15,97.2,473460,Rural,High Risk,1,0.9612235542235542
Eastern,Rwamagana,King David,2024,6.12,9.77,2.47,83.04,97.34,559961,Rural,Low Risk,0,0.04342079790587476
Eastern,Rwamagana,GS Rwamagana,2010,14.8,20.33,9.28,67.38,98.63,539667,Rural,Low Risk,0,0.17450963144912926
Eastern,Rwamagana,GS Gahanga I,2011,12.15,9.39,14.91,74.44,76.51,597163,Rural,Low Risk,0,0.0863158768253016
Eastern,Rwamagana,GS Rukomo,2012,18.93,8.2,29.65,78.05,87.39,293709,Rural,High Risk,1,0.8569898613123619
Eastern,Rwamagana,GS Ruheru,2013,4.6,2.21,7.0,82.28,64.15,154943,Rural,Low Risk,0,0.0278509289079128
Eastern,Rwamagana,GS Ruramira,2014,10.97,1.21,20.73,74.3,66.39,289773,Rural,Low Risk,0,0.06191980079382689
Eastern,Rwamagana,GS Gahanga I,2015,11.94,4.53,19.36,88.07,65.36,260576,Rural,Low Risk,0,0.02327497699232774
Eastern,Rwamagana,GS Migongo,2016,10.56,5.04,16.09,52.94,86.89,505882,Rural,Low Risk,0,0.032591427731059726
Eastern,Rwamagana,GS Kinteko,2017,15.93,7.25,24.6,68.98,98.73,208612,Rural,High Risk,1,0.7015221641685678
Eastern,Rwamagana,GS Ruheru,2018,11.88,6.3,17.46,83.55,70.94,105796,Rural,Low Risk,0,0.06340268054640595
Eastern,Rwamagana,GS Matara,2019,3.72,2.29,5.15,64.52,97.29,330246,Rural,Low Risk,0,0.055710573007349454
Eastern,Rwamagana,GS Mubuga,2020,9.05,1.39,16.72,73.96,62.89,568977,Rural,Low Risk,0,0.1228233501364981
Eastern,Rwamagana,GS Cyahafi,2021,19.13,23.19,15.07,69.94,66.9,444076,Rural,High Risk,1,0.9658282175094428
Eastern,Rwamagana,Marie Merci,2022,17.23,5.56,28.91,64.78,85.07,207724,Rural,High Risk,1,0.8358675026240816
Eastern,Rwamagana,GS Rwamagana,2023,27.05,24.72,29.39,73.92,90.14,204647,Rural,High Risk,1,0.9927442507741014
Eastern,Rwamagana,GS Rukomo,2024,10.22,16.84,3.59,81.78,94.25,376735,Rural,Low Risk,0,0.20723590729402352
Eastern,Rwamagana,GS Kinteko,2010,11.5,3.93,19.07,78.62,69.35,279006,Rural,Low Risk,0,0.16836343603381462
Eastern,Rwamagana,Marie Merci,2011,24.02,21.7,26.34,74.83,83.74,251611,Rural,High Risk,1,0.9859655357096722
Eastern,Rwamagana,GS Akumunigo,2012,13.49,5.66,21.31,71.62,80.25,314168,Rural,Low Risk,0,0.14804055743193403
Eastern,Rwamagana,GS Rwamagana,2013,22.23,15.89,28.56,73.25,93.93,369670,Rural,High Risk,1,0.9183646789278761
Eastern,Rwamagana,GS Kinteko,2014,20.39,15.22,25.56,80.89,73.33,558428,Rural,High Risk,1,0.9060068750014375
Eastern,Rwamagana,New Vision,2015,15.97,7.91,24.02,70.51,64.27,424809,Rural,High Risk,1,0.7681130796262375
Eastern,Rwamagana,GS Gitega,2016,7.87,9.85,5.9,69.19,61.41,207791,Rural,Low Risk,0,0.06631693243287216
Eastern,Rwamagana,GS Agataramo,2017,14.17,17.0,11.34,85.32,75.09,306608,Rural,Low Risk,0,0.1367926312599161
Eastern,Rwamagana,GS Matara,2018,15.6,9.0,22.2,68.52,69.5,192115,Rural,High Risk,1,0.8315247413043736
Eastern,Rwamagana,GS Matara,2019,25.19,21.96,28.41,87.51,78.5,371480,Rural,High Risk,1,0.9744322344322343
Eastern,Rwamagana,GS Kimironko II,2020,19.12,24.81,13.44,61.77,70.7,280109,Rural,High Risk,1,0.9571388406914723
Eastern,Rwamagana,GS Agataramo,2021,4.59,4.58,4.59,82.95,72.86,550163,Rural,Low Risk,0,0.05012648699944117
Eastern,Rwamagana,GS Rwamagana,2022,21.42,27.53,15.31,62.29,89.15,589557,Rural,High Risk,1,0.9625079365079365
Eastern,Rwamagana,GS Gitega,2023,8.16,4.19,12.12,92.56,84.11,178422,Rural,Low Risk,0,0.08755280492987677
Eastern,Rwamagana,GS Camp Kigali,2024,10.58,9.26,11.9,82.4,63.1,463649,Rural,Low Risk,0,0.0488773212385773
Eastern,Rwamagana,GS Camp Kigali,2010,21.04,25.63,16.45,86.31,89.62,469802,Rural,High Risk,1,0.9500643769432281
Eastern,Rwamagana,GS Akumunigo,2011,2.78,3.76,1.8,84.93,67.0,258571,Rural,Low Risk,0,0.019444657838264188
Eastern,Rwamagana,GS Migongo,2012,4.63,2.82,6.43,69.4,88.93,400242,Rural,Low Risk,0,0.010459885570954435
Eastern,Rwamagana,GS Kinteko,2013,14.62,27.77,1.46,90.47,62.47,585319,Rural,Low Risk,0,0.18865315315315317
Eastern,Rwamagana,GS Mubuga,2014,18.63,17.43,19.84,69.07,71.17,127472,Rural,High Risk,1,0.7958651510443674
Eastern,Rwamagana,GS Cyahafi,2015,13.94,1.29,26.59,72.58,88.92,365116,Rural,Low Risk,0,0.31335991959689374
Eastern,Rwamagana,GS Gahanga I,2016,8.25,4.19,12.3,56.42,74.4,531447,Rural,Low Risk,0,0.03142920552302465
Eastern,Rwamagana,GS Buye,2017,3.81,3.68,3.93,79.97,60.09,103285,Rural,Low Risk,0,0.06333333333333332
Eastern,Rwamagana,Marie Merci,2018,15.71,27.7,3.72,89.15,60.05,470644,Rural,High Risk,1,0.5643666666666667
Eastern,Rwamagana,GS Rukomo,2019,15.93,8.62,23.25,85.26,72.62,120187,Rural,High Risk,1,0.5904442861594025
Eastern,Rwamagana,GS Rwanyanza,2020,23.93,26.77,21.08,79.38,64.19,497597,Rural,High Risk,1,0.980253075282926
Eastern,Rwamagana,King David,2021,8.61,11.83,5.39,87.64,67.62,197469,Rural,Low Risk,0,0.08630132089236764
Eastern,Rwamagana,GS Rwanyanza,2022,11.87,19.22,4.52,94.17,75.61,412326,Rural,Low Risk,0,0.09711347377558183
Eastern,Rwamagana,GS Matara,2023,11.56,17.07,6.06,80.55,85.77,484906,Rural,Low Risk,0,0.0900665105357571
Eastern,Rwamagana,GS Cyahafi,2024,27.3,26.93,27.67,65.97,89.62,490447,Rural,High Risk,1,0.9744476803984194
Eastern,Kayonza,GS Matara,2010,10.4,3.65,17.15,79.48,73.11,121577,Rural,Low Risk,0,0.012715792163059968
Eastern,Kayonza,GS Gahanga I,2011,19.6,18.97,20.24,76.29,64.82,515517,Rural,High Risk,1,0.9642372333548805
Eastern,Kayonza,Mater Dei,2012,27.35,29.27,25.43,87.06,63.9,474695,Rural,High Risk,1,0.975102115131966
Eastern,Kayonza,Marie Merci,2013,9.92,2.9,16.93,81.09,70.23,376923,Rural,Low Risk,0,0.014565162465228779
Eastern,Kayonza,GS Kinteko,2014,15.82,6.65,24.98,83.12,88.54,589760,Rural,High Risk,1,0.6959092267464664
Eastern,Kayonza,GS Mubuga,2015,10.25,3.97,16.53,59.7,89.78,429457,Rural,Low Risk,0,0.03947512148274312
Eastern,Kayonza,King David,2016,25.52,29.79,21.25,74.15,88.09,198273,Rural,High Risk,1,0.9832631417581088
Eastern,Kayonza,GS Mubuga,2017,14.45,13.84,15.07,79.01,77.73,494458,Rural,Low Risk,0,0.21176128375522288
Eastern,Kayonza,GS Kimironko II,2018,22.02,18.43,25.61,84.31,89.14,307580,Rural,High Risk,1,0.9523901121402705
Eastern,Kayonza,GS Rwanyanza,2019,11.97,6.64,17.3,59.97,87.4,579346,Rural,Low Risk,0,0.031748118146331376
Eastern,Kayonza,GS Mweya,2020,8.29,3.22,13.36,77.78,72.62,547370,Rural,Low Risk,0,0.03800744362451545
Eastern,Kayonza,Mater Dei,2021,20.8,29.39,12.2,67.22,63.78,510423,Rural,High Risk,1,0.9558070806397765
Eastern,Kayonza,GS Buye,2022,25.11,23.11,27.11,69.25,86.88,323077,Rural,High Risk,1,0.9766111765218908
Eastern,Kayonza,GS Kimironko II,2023,6.03,3.12,8.94,89.41,88.39,244378,Rural,Low Risk,0,0.05112977589119106
Eastern,Kayonza,GS Kinteko,2024,9.8,2.09,17.51,97.23,81.62,421768,Rural,Low Risk,0,0.08652435609788553
Eastern,Kayonza,GS Agataramo,2010,21.99,27.27,16.71,72.16,92.03,281902,Rural,High Risk,1,0.966653407020264
Eastern,Kayonza,GS Camp Kigali,2011,22.67,25.08,20.26,81.85,96.49,158008,Rural,High Risk,1,0.9480418420716928
Eastern,Kayonza,King David,2012,27.03,25.0,29.07,87.26,81.2,138744,Rural,High Risk,1,0.9982417582417582
Eastern,Kayonza,GS Buye,2013,16.78,14.33,19.23,82.5,71.19,148113,Rural,High Risk,1,0.8815483365108073
Eastern,Kayonza,Mater Dei,2014,17.88,13.0,22.75,92.1,71.12,187421,Rural,High Risk,1,0.8910558387144124
Eastern,Kayonza,GS Rwanyanza,2015,23.35,25.85,20.84,77.15,94.93,400176,Rural,High Risk,1,0.9569807019539488
Eastern,Kayonza,GS Ruramira,2016,7.34,1.68,13.0,76.18,68.33,185435,Rural,Low Risk,0,0.03318897909384793
Eastern,Kayonza,Mater Dei,2017,10.05,6.78,13.32,82.52,90.48,575359,Rural,Low Risk,0,0.030300331910858225
Eastern,Kayonza,GS Ruramira,2018,8.59,14.49,2.69,67.46,66.28,337777,Rural,Low Risk,0,0.05362990245960649
Eastern,Kayonza,GS Camp Kigali,2019,10.77,15.29,6.25,74.67,79.63,502932,Rural,Low Risk,0,0.06366778693305623
Eastern,Kayonza,GS Camp Kigali,2020,10.68,17.03,4.33,66.39,70.75,275295,Rural,Low Risk,0,0.0510500408424154
Eastern,Kayonza,ES Kigoma,2021,10.1,1.94,18.26,87.7,79.37,112062,Rural,Low Risk,0,0.07364667423583575
Eastern,Kayonza,GS Gitega,2022,3.09,2.44,3.75,63.3,84.02,537365,Rural,Low Risk,0,0.007399957005242054
Eastern,Kayonza,GS Ruheru,2023,14.28,7.68,20.87,91.83,95.33,436698,Rural,Low Risk,0,0.3933805644555396
Eastern,Kayonza,GS Matara,2024,9.61,2.61,16.61,75.11,90.65,585334,Rural,Low Risk,0,0.04297252433507106
Eastern,Kayonza,GS Mweya,2010,10.2,16.0,4.39,66.38,83.7,405745,Rural,Low Risk,0,0.059942630999485554
Eastern,Kayonza,GS Gitega,2011,3.97,1.29,6.65,86.05,75.34,338886,Rural,Low Risk,0,0.03841094070499273
Eastern,Kayonza,GS Gitega,2012,12.19,2.91,21.47,65.67,77.75,437523,Rural,Low Risk,0,0.054129683441464495
Eastern,Kayonza,GS Rutongo,2013,10.71,5.21,16.21,89.27,99.34,284087,Rural,Low Risk,0,0.12446939441627324
Eastern,Kayonza,GS Akumunigo,2014,23.9,24.42,23.37,94.24,87.33,472646,Rural,High Risk,1,0.9647775189926354
Eastern,Kayonza,GS Nyacyina,2015,24.85,25.52,24.17,68.53,93.81,581153,Rural,High Risk,1,0.9872227772227773
Eastern,Kayonza,ES Kigoma,2016,6.53,5.52,7.54,75.11,67.48,140524,Rural,Low Risk,0,0.05776389302211239
Eastern,Kayonza,GS Akumunigo,2017,13.47,1.72,25.22,80.17,82.18,185501,Rural,Low Risk,0,0.06683464313857568
Eastern,Kayonza,Marie Merci,2018,17.61,7.39,27.83,84.19,62.45,464225,Rural,High Risk,1,0.9090445799065541
Eastern,Kayonza,GS Akumunigo,2019,23.18,29.15,17.21,71.39,99.17,415104,Rural,High Risk,1,0.9635769072621605
Eastern,Kayonza,GS Agataramo,2020,9.5,5.19,13.82,71.4,83.43,412371,Rural,Low Risk,0,0.024215926175262577
Eastern,Kayonza,GS Matara,2021,16.65,21.68,11.62,70.2,98.21,268756,Rural,High Risk,1,0.9272899690963493
Eastern,Kayonza,GS Ruheru,2022,12.03,6.33,17.73,62.78,87.88,346476,Rural,Low Risk,0,0.07221790587226665
Eastern,Kayonza,GS Gitega,2023,15.24,13.19,17.3,52.11,95.25,264909,Rural,High Risk,1,0.527321754551417
Eastern,Kayonza,Mater Dei,2024,14.62,11.74,17.5,95.59,89.58,408859,Rural,Low Risk,0,0.19468737703909164
Eastern,Kayonza,GS Akumunigo,2010,15.23,6.54,23.92,68.89,75.36,226270,Rural,High Risk,1,0.7652411440491755
Eastern,Kayonza,GS Rwamagana,2011,6.65,8.9,4.41,79.32,83.26,241488,Rural,Low Risk,0,0.014033869935085309
Eastern,Kayonza,New Vision,2012,18.01,11.61,24.41,66.0,65.16,598117,Rural,High Risk,1,0.7511250722267733
Eastern,Kayonza,New Vision,2013,18.08,9.94,26.22,75.3,61.45,274469,Rural,High Risk,1,0.958773972053384
Eastern,Kayonza,New Vision,2014,9.28,6.79,11.77,80.68,64.53,599964,Rural,Low Risk,0,0.01279454131955029
Eastern,Kayonza,Mater Dei,2015,20.71,16.68,24.73,74.49,87.72,463689,Rural,High Risk,1,0.9152728177479686
Eastern,Kayonza,GS Gitega,2016,8.98,12.95,5.01,79.76,85.57,564535,Rural,Low Risk,0,0.03616620455593207
Eastern,Kayonza,GS Ruheru,2017,10.76,18.03,3.48,80.15,91.77,487486,Rural,Low Risk,0,0.04308351149573669
Eastern,Kayonza,New Vision,2018,10.83,8.76,12.91,94.87,87.43,502993,Rural,Low Risk,0,0.029132882156603087
Eastern,Kayonza,GS Nyacyina,2019,18.19,26.08,10.3,60.44,76.72,501049,Rural,High Risk,1,0.9543546996873957
Eastern,Kayonza,Marie Merci,2020,7.25,4.91,9.59,75.35,73.87,590643,Rural,Low Risk,0,0.01566199655222627
Eastern,Kayonza,GS Buye,2021,15.58,3.11,28.05,79.68,71.17,112055,Rural,High Risk,1,0.8221858237547892
Eastern,Kayonza,GS Migongo,2022,3.83,2.83,4.82,87.31,70.13,522593,Rural,Low Risk,0,0.01633087347064128
Eastern,Kayonza,GS Agataramo,2023,16.92,7.76,26.07,75.09,60.64,523206,Rural,High Risk,1,0.8277553887821288
Eastern,Kayonza,GS Nyacyina,2024,15.61,23.91,7.32,87.01,82.48,265279,Rural,High Risk,1,0.754020267233074
Eastern,Kayonza,GS Mweya,2010,20.09,17.57,22.62,67.04,78.37,496848,Rural,High Risk,1,0.9667202590790929
Eastern,Kayonza,New Vision,2011,18.49,16.81,20.18,75.05,69.28,261941,Rural,High Risk,1,0.8834278171036709
Eastern,Kayonza,King David,2012,19.45,25.85,13.04,63.18,69.23,352356,Rural,High Risk,1,0.9249640089818335
Eastern,Kayonza,GS Matara,2013,24.7,26.78,22.63,65.26,91.46,426983,Rural,High Risk,1,0.9772052561559952
Eastern,Kayonza,GS Buye,2014,7.93,14.75,1.12,60.69,66.2,194244,Rural,Low Risk,0,0.026613394870809735
Eastern,Kayonza,GS Kinteko,2015,16.46,6.16,26.77,64.62,90.57,346984,Rural,High Risk,1,0.7624591169656959
